"Item Code",Position,Description,Type,"Interval Months","Interval Hours","Interval Landings","Adjusted Interval","Part Number","Part Serial","Last Completed Date","Last Completed Hours","Last Completed Landings","Last Completed City","Due Next Date","Due Next Hours","Due Next Landings","Time Remaining","Hours Remaining","Landings Remaining",Status,"Status Note"
"051209	",,"INSPECTION DOCUMENT 9",insp,36,,,,,,2022-12-08,8157,6117,SFB,2025-12-31,0,0,"-2 m 11 d",,,Overdue,
"051247	",,"INSPECTION DOCUMENT 47",insp,12,800,,,,,2024-12-31,8166,6121,X60,2025-12-31,8966,0,"-2 m 11 d","780 hrs",,Overdue,
"054920	",APU,"12 MONTH/500 HOUR/1000 CYCLE INSPECT",insp,12,500,1000,,,,2024-12-31,3272,3964,X60,2025-12-31,3772,4964,"-2 m 11 d","500 hrs","998 c",Overdue,12
"054925	",APU,"12 MONTH/1000 HOUR/2000 CYCLE INSPECT",insp,12,1000,2000,,,,2024-12-31,3272,3964,X60,2025-12-31,4272,5964,"-2 m 11 d","1,000 hrs","1,998 c",Overdue,12
"051211	",CAB,"DOC 11 PORTABLE FIRE EXT RECHARGE",insp,72,,,,C352TS,,2020-01-14,8074,6092,,2026-01-31,0,0,"-1 m 11 d",,,Overdue,
"051211	",CKPT,"DOC 11 PORTABLE FIRE EXT RECHARGE",insp,72,,,,C352TS,,2020-01-14,8074,6092,,2026-01-31,0,0,"-1 m 11 d",,,Overdue,
"051211	",,"INSPECTION DOCUMENT 11",insp,72,,,,,,2020-01-14,8074,6092,,2026-01-31,0,0,"-1 m 11 d",,,Overdue,72
"051250	",,"INSPECTION DOCUMENT 50",insp,6,,,,,,2025-07-01,8166,6121,X60,2026-01-31,0,0,"-1 m 11 d",,,Overdue,
"051223	",L,"DOC 23 LEAD ACID BATTERY INSPECT",insp,6,400,,,,,2025-09-25,8166,6121,X60,2026-03-31,8566,0,"19 d","380 hrs",,"50 hr / 90 day",
"051223	",R,"DOC 23 LEAD ACID BATTERY INSPECT",insp,6,400,,,,,2025-09-25,8166,6121,X60,2026-03-31,8566,0,"19 d","380 hrs",,"50 hr / 90 day",
"054910	",APU,"6 MONTH/125 HOUR/250 CYCLE INSPECT",insp,6,125,250,,,,2025-10-25,3272,3966,X60,2026-04-30,3397,4216,"1 m 18 d","125 hrs","250 c","50 hr / 90 day",
"054915	",APU,"6 MONTH/250 HOUR/500 CYCLE INSPECT",insp,6,250,500,,,,2025-10-25,3272,3966,X60,2026-04-30,3522,4466,"1 m 18 d","250 hrs","500 c","50 hr / 90 day",
"057305	",E1**L,"FUEL FILTER REPLACE",insp,,650,,,,,2016-03-22,7562,0,,,8212,0,,"26 hrs",,"50 hr / 90 day",
"057305	",E2**R,"FUEL FILTER REPLACE",insp,,650,,,,,2016-03-22,7562,0,,,8212,0,,"26 hrs",,"50 hr / 90 day",
"051201	",,"INSPECTION DOCUMENT 1",insp,12,400,,,,,2025-07-01,8166,6121,X60,2026-07-31,8566,0,"4 m 19 d","380 hrs",,"100 hr / 12 mo",
"051203	",CAB,"DOC 3 PORTABLE FIRE EXT WEIGH",insp,12,,,,,,2025-07-01,8166,6121,X60,2026-07-31,0,0,"4 m 19 d",,,"100 hr / 12 mo",
"051203	",CKPT,"DOC 3 PORTABLE FIRE EXT WEIGH",insp,12,,,,,,2025-07-01,8166,6121,X60,2026-07-31,0,0,"4 m 19 d",,,"100 hr / 12 mo",
"051203	",,"INSPECTION DOCUMENT 3",insp,12,,,,,,2025-09-25,8166,6121,X60,2026-09-30,0,0,"6 m 18 d",,,"100 hr / 12 mo",
"051242	",,"INSPECTION DOCUMENT 42",insp,12,,,,,,2025-09-25,8166,6121,X60,2026-09-30,0,0,"6 m 18 d",,,"100 hr / 12 mo",
"051207	",,"INSPECTION DOCUMENT 7",insp,24,,,,,,2024-10-31,8166,6121,X60,2026-10-31,0,0,"7 m 19 d",,,"100 hr / 12 mo",
"213000	",,"PRIMARY OUTFLOW VALVE FILTER",comp,36,1200,,,991483-7,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"262002	",L,"AFT ENGINE FIRE BOTTLE CARTRIDGE",comp,72,,,,30903824,878,2020-10-22,8075,6093,KSRQ,2026-10-31,0,0,"7 m 19 d",,,"100 hr / 12 mo",72
"262002	",R,"AFT ENGINE FIRE BOTTLE CARTRIDGE",comp,72,,,,30903824,786,2020-10-22,8075,6093,KSRQ,2026-10-31,0,0,"7 m 19 d",,,"100 hr / 12 mo",72
"262002	",L,"FORWARD ENGINE FIRE BOTTLE CARTRIDGE",comp,72,,,,30903824,789,2020-10-22,8075,6093,KSRQ,2026-10-31,0,0,"7 m 19 d",,,"100 hr / 12 mo",72
"262002	",R,"FORWARD ENGINE FIRE BOTTLE CARTRIDGE",comp,72,,,,30903824,980,2020-10-22,8075,6093,KSRQ,2026-10-31,0,0,"7 m 19 d",,,"100 hr / 12 mo",72
"291006	",L,"HYDRAULIC RETURN FILTER",comp,36,1200,,,wf334595,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"291006	",R,"HYDRAULIC RETURN FILTER",comp,36,1200,,,wf334595,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"291007	",L,"HYDRAULIC CASE DRAIN FILTER",comp,36,1200,,,wf334598,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"291007	",R,"HYDRAULIC CASE DRAIN FILTER",comp,36,1200,,,wf334598,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"291012	",,"HYDRAULIC AILERON BOOST FILTER",comp,36,1200,,,wf334598,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"291015	",,"HYDRAULIC AUXILIARY PUMP FILTER",comp,36,1200,,,wf334598,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"291020	",L,"HYDRAULIC PRESSURE FILTER",comp,36,1200,,,mf334594,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"291020	",R,"HYDRAULIC PRESSURE FILTER",comp,36,1200,,,mf334594,na,2023-10-18,8161,6119,SFB,2026-10-31,9361,0,"7 m 19 d","1,175 hrs",,"100 hr / 12 mo",
"051206	",,"INSPECTION DOCUMENT 6",insp,,800,,,,,2016-01-18,7465,5657,,,8265,0,,"79 hrs",,"100 hr / 12 mo",
"051220	",,"INSPECTION DOCUMENT 20",insp,,200,,,,,2019-06-26,8073,6090,,,8273,0,,"87 hrs",,"100 hr / 12 mo",
"0512MA	",,"INSPECTION DOCUMENT MA",insp,,100,,,,,2025-12-05,8186,6131,SFB,,8286,0,,"100 hrs",,"100 hr / 12 mo",
"324005	",,"EMERGENCY BRAKE BOTTLE",comp,120,,,,9914099-4,357,2017-03-15,0,0,,2027-03-31,0,0,"12 m 19 d",,,Projected,120
"256002	",,"ELT BEACON BATTERY",comp,72,,,,BP-1030,13FD,2021-06-29,8110,6093,SFB,2027-06-30,0,0,"15 m",,,Projected,24
"051204	",,"INSPECTION DOCUMENT 4",insp,24,400,,,,,2025-07-01,8166,6121,X60,2027-07-31,8566,0,"16 m","380 hrs",,Projected,
"051230	",,"INSPECTION DOCUMENT 30",insp,24,,,,,,2025-07-01,8166,6121,X60,2027-07-31,0,0,"16 m",,,Projected,24
"054930	",APU,"24 MONTH/1500 HOUR/3000 CYCLE INSPECT",insp,24,1500,3000,,,,2025-07-01,3272,3964,X60,2027-07-31,4772,6964,"16 m","1,500 hrs","2,998 c",Projected,24
"051205	",,"INSPECTION DOCUMENT 5",insp,24,800,,,,,2025-09-25,8166,6121,X60,2027-09-30,8966,0,"18 m","780 hrs",,Projected,
"051243	",L,"DOC 43 AIR DATA COMPUTER TEST",insp,24,,,,,,2025-10-25,8186,6131,X60,2027-10-31,0,0,"19 m",,,Projected,
"051243	",R,"DOC 43 AIR DATA COMPUTER TEST",insp,24,,,,,,2025-10-25,8186,6131,X60,2027-10-31,0,0,"19 m",,,Projected,
"051243	",L,"DOC 43 ALTIMETER CALIBRATE",insp,24,,,,,,2025-10-25,8186,6131,X60,2027-10-31,0,0,"19 m",,,Projected,
"051243	",R,"DOC 43 ALTIMETER CALIBRATE",insp,24,,,,,,2025-10-25,8186,6131,X60,2027-10-31,0,0,"19 m",,,Projected,
"051243	",STBY,"DOC 43 ALTIMETER CALIBRATE",insp,24,,,,,,2025-10-25,8186,6131,X60,2027-10-31,0,0,"19 m",,,Projected,
"051243	",,"DOC 43 RVSM SKIN WAVINESS INSPECT",insp,24,,,,,,2025-10-25,8186,6131,X60,2027-10-31,0,0,"19 m",,,Projected,
"051243	",L,"DOC 43 TRANSPONDER TEST",insp,24,,,,,,2025-10-25,8186,6131,X60,2027-10-31,0,0,"19 m",,,Projected,
"051243	",R,"DOC 43 TRANSPONDER TEST",insp,24,,,,,,2025-10-25,8186,6131,X60,2027-10-31,0,0,"19 m",,,Projected,
"051208	",,"INSPECTION DOCUMENT 8",insp,36,1200,,,,,2025-07-01,8166,6121,X60,2028-07-31,9366,0,"28 m","1,180 hrs",,Projected,
"237018	",,"CVR LOCATOR BEACON BATTERY",comp,48,,,,DK120,195512,2024-10-31,8166,6121,X60,2028-10-31,0,0,"31 m",,,Projected,
"256010	",3,"LIFE JACKET",comp,60,,,,s-71850-6400,06-23-19869,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,
"256010	",4,"LIFE JACKET",comp,60,,,,s-71850-6400,06-23-19870,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,60
"256010	",5,"LIFE JACKET",comp,60,,,,s-71850-6400,05-23-19871,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,60
"256010	",6,"LIFE JACKET",comp,60,,,,s-71850-6400,06-23-19872,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,
"256010	",7,"LIFE JACKET",comp,60,,,,s-71850-6400,06-23-19873,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,
"256010	",8,"LIFE JACKET",comp,60,,,,s-71850-6400,06-23-19874,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,
"256010	",9,"LIFE JACKET",comp,60,,,,S-71850-6400,06-23-19875,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,
"256010	",10,"LIFE JACKET",comp,60,,,,s-71850-6400,06-23-19876,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,
"256010	",CPLT,"LIFE JACKET",comp,60,,,,s-71850-6400,05-23-19868,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,60
"256010	",PLT,"LIFE JACKET",comp,60,,,,s-71850-6400,06-23-19867,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,
"256010	",SP,"LIFE JACKET",comp,60,,,,s-71860-6400,06-23-19877,2024-04-01,8166,6121,SFB,2029-04-30,0,0,"37 m",,,Projected,
"72-3494 R13	",E2**R,"LPT & HPT BLADE HOUR TRACKING",sbsl,,,,,,"CAT 2",,6223,0,,,8323,0,,"137 hrs",,Projected,
"057120	",E1**L,"300/400 HOUR INSPECT",insp,,400,,,,,2018-03-22,8035,5931,,,8335,0,,"149 hrs",,Projected,
"057120	",E2**R,"300/400 HOUR INSPECT",insp,,400,,,,,2018-03-22,8035,5814,,,8335,0,,"149 hrs",,Projected,
"351001	",CPLT,"OXYGEN MASK",comp,72,,,,mc10-15-09,9560,2023-12-05,8163,6120,SFB,2029-12-31,0,0,"45 m",,,Projected,72
"351001	",PLT,"OXYGEN MASK",comp,72,,,,mc10-16-09,9550,2023-12-05,8163,6120,SFB,2029-12-31,0,0,"45 m",,,Projected,72
"262204	",,"APU FIRE BOTTLE CARTRIDGE",comp,120,,,"6 mo",30900000MA,,2015-08-25,72988,5564,,2030-02-28,0,0,"47 m",,,Projected,
"051210	",,"APU FIRE BOTTLE HYDROSTAT",insp,60,,,,,,2025-09-25,8166,6121,X60,2030-09-30,0,0,"54 m",,,Projected,
"051210	",L,"ENGINE FIRE BOTTLE HYDROSTAT",insp,60,,,,,,2025-09-25,8166,6121,X60,2030-09-30,0,0,"54 m",,,Projected,
"051210	",R,"ENGINE FIRE BOTTLE HYDROSTAT",insp,60,,,,,,2025-09-25,8166,6121,X60,2030-09-30,0,0,"54 m",,,Projected,
"057110	",E1**L,"150/250 HOUR INSPECT",insp,,200,,,,,2025-12-05,8186,6131,SFB,,8386,0,,"200 hrs",,Projected,
"057110	",E2**R,"150/250 HOUR INSPECT",insp,,200,,,,,2025-12-05,8186,6131,SFB,,8386,0,,"200 hrs",,Projected,
"0512ME	",,"INSPECTION DOCUMENT ME",insp,,900,,,,,2016-02-05,7496,5679,,,8396,0,,"210 hrs",,Projected,
"0512MI	",,"INSPECTION DOCUMENT MI",insp,72,2400,,,,,2025-07-01,8166,6121,X60,2031-07-31,10566,0,"64 m","2,380 hrs",,Projected,
"051219	",,"INSPECTION DOCUMENT 19",insp,72,2400,,,,,2025-07-01,8166,6121,X60,2031-07-31,10566,0,"64 m","2,380 hrs",,Projected,
"051202	",,"INSPECTION DOCUMENT 2",insp,,400,,,,,2025-12-05,8186,6131,SFB,,8586,0,,"400 hrs",,Projected,
"051231	",,"INSPECTION DOCUMENT 31",insp,,500,,,,,2018-03-27,3177,0,,,3677,0,,"405 hrs",,Projected,
"0512MD	",,"INSPECTION DOCUMENT MD",insp,,600,,,,,2018-01-25,7996,0,,,8596,0,,"410 hrs",,Projected,
"051213	",CAB,"PORTABLE FIRE EXT HYDROSTAT",insp,144,,,,,,2025-09-25,8166,6121,X60,2037-09-30,0,0,"138 m",,,Projected,144
"051213	",CKPT,"PORTABLE FIRE EXT HYDROSTAT",insp,144,,,,,,2025-09-25,8166,6121,X60,2037-09-30,0,0,"138 m",,,Projected,144
"350001	",,"OXYGEN BOTTLE",comp,180,,,,804882-14,ALT281-21012,2022-12-08,8157,6117,SFB,2037-12-31,0,0,"141 m",,,Projected,288
"0512MG	",,"INSPECTION DOCUMENT MG",insp,,1200,,,,,2016-02-24,7517,5687,,,8717,0,,"531 hrs",,Projected,
"801000	",L,"STARTER GENERATOR",comp,,1000,,,23080-003E,7267,2017-03-01,7785,5870,,,8785,0,,"599 hrs",,Projected,
"057130	",E1**L,"600/800 HOUR INSPECT",insp,,800,,,,,2018-03-22,8035,5931,,,8835,0,,"649 hrs",,Projected,
"057130	",E2**R,"600/800 HOUR INSPECT",insp,,800,,,,,2018-03-22,8035,5814,,,8835,0,,"649 hrs",,Projected,
"324000	",,"EMERGENCY GEAR BOTTLE",comp,240,,,,900347-3,31,2022-12-15,8157,6117,SFB,2042-12-31,0,0,"201 m",,,Projected,120
"051251	",,"INSPECTION DOCUMENT 51",insp,,1200,,,,,2016-08-02,7674,5774,,,8874,0,,"688 hrs",,Projected,
"FAA 74-08-09 R3	",,"WASTE RECEPTACLE INSPECT",ad,,1000,,,,,2017-08-31,7898,0,,,8898,0,,"712 hrs",,Projected,
"801100	",,"APU STARTER GENERATOR",comp,,1000,,,300SG119Q,2342,2017-07-10,3091,0,,,4091,0,,"819 hrs",,Projected,
"801000	",R,"STARTER GENERATOR",comp,,1000,,,23080-003,7399,2018-04-26,8031,0,,,9031,0,,"845 hrs",,Projected,
"057905	",E1**L,"OIL CHANGE",insp,,1200,,,,,2018-03-22,8035,0,,,9035,0,,"849 hrs",,Projected,
"057905	",E2**R,"OIL CHANGE",insp,,1200,,,,,2018-03-22,8035,0,,,9035,0,,"849 hrs",,Projected,
"057140	",E1**L,"1000/1500 HOUR INSPECT",insp,,1050,,,,,2018-03-22,8035,5931,,,9085,0,,"899 hrs",,Projected,
"057140	",E2**R,"1000/1500 HOUR INSPECT",insp,,1050,,,,,2018-03-22,8035,5814,,,9085,0,,"899 hrs",,Projected,
"300001	",L,ALTERNATOR,comp,,2000,,"1,637 hrs (-363)",83556-2,48,2017-11-21,7962,0,,,9599,0,,"1,413 hrs",,Projected,
"052103	",,"750 HOUR FREON AIR CONDITIONER INSPECT",insp,,750,,,,,2012-07-27,750,0,,,1500,0,,"1,500 hrs",,Projected,
"300001	",R,ALTERNATOR,comp,,2000,,"1,749 hrs (-251)",83556-2,373,2017-11-21,7962,0,,,9711,0,,"1,525 hrs",,Projected,
"057150	",E2**R,"MAJOR PERIODIC INSPECTION",insp,,2100,,"2,064 hrs (-36)",,,2018-03-22,7701,5814,,,9765,0,,"1,579 hrs",,Projected,
"057205	",E2**R,"COMPRESSOR ZONE INSPECTION",insp,,4200,,,,,2011-12-29,5565,4515,,,9765,0,,"1,579 hrs",,Projected,
"057210	",E2**R,"COMBUSTION PLENUM CASE INSPECT",insp,,2100,,"2,064 hrs (-36)",3072443-5,,2018-03-22,7701,5814,,,9765,0,,"1,579 hrs",,Projected,
"057215	",E2**R,"ACCESSORY GEARBOX INSPECT",insp,,4200,,,,,2011-12-29,5565,4515,,,9765,0,,"1,579 hrs",,Projected,
"057220	",E2**R,"FAN SUPPORT PERIODIC INSPECT",insp,,4200,,,,,2011-12-29,5565,4515,,,9765,0,,"1,579 hrs",,Projected,
"057234	",E2**R,"FAN ROTOR DISK EDDY CURRENT",insp,,2100,,"2,056 hrs (-44)",,,2018-03-06,7709,0,,,9765,0,,"1,579 hrs",,Projected,
"FAA 2000-15-09	",E2**R,"HP COMPRESSOR IMPELLER INSPECT",ad,,4200,,,,,2011-12-29,5565,4515,,,9765,0,,"1,579 hrs",,Projected,
"271010	",L,"ELEVATOR HINGE ES 0.00 BOLT",comp,,5000,,,S3468-7,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"271010	",R,"ELEVATOR HINGE ES 0.00 BOLT",comp,,5000,,,S3468-7,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"271020	",L1,"ELEVATOR HINGE ES 36.95 BOLT",comp,,5000,,,S3461-86,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"271020	",R1,"ELEVATOR HINGE ES 36.95 BOLT",comp,,5000,,,S3461-86,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"271030	",L2,"ELEVATOR HINGE ES 73.21 BOLT",comp,,5000,,,S4361-86,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"271030	",R2,"ELEVATOR HINGE ES 73.21 BOLT",comp,,5000,,,S3461-86,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"271040	",L,"ELEVATOR HINGE ES 97.30 BOLT",comp,,5000,,,S3461-87,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"271040	",R,"ELEVATOR HINGE ES 97.30 BOLT",comp,,5000,,,S3461-87,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"272550	",BOT,"RUDDER HINGE BOLT WL 224.89",comp,,5000,,,NAS6205-7D,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"272560	",CTR,"RUDDER HINGE BOLT WL 198.58",comp,,5000,,,NAS6205-7D,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"272570	",TOP,"RUDDER HINGE BOLT WL 167.92",comp,,5000,,,NAS6205-7D,,2007-10-01,4825,0,,,9825,0,,"1,639 hrs",,Projected,
"321070	",L,"MLG TRUNNION LINK BEARING",comp,,,1300,,5841211-1,,2016-08-02,7674,5774,,,0,7074,,,"943 ldgs",Projected,
"321070	",R,"MLG TRUNNION LINK BEARING",comp,,,1300,,5841211-1,,2016-08-02,7674,5774,,,0,7074,,,"943 ldgs",Projected,
"272580	",,"RUDDER HINGE BOLT WL 140.60",comp,,5000,,,NAS6205-16D,,2008-03-17,4931,0,,,9931,0,,"1,745 hrs",,Projected,
"321065	",L,"MLG ACTUATOR ATTACH BOLT GEAR END",comp,,,7100,,NAS6206-18D,,1984-05-19,0,0,,,0,7100,,,"969 ldgs",Projected,
"321065	",R,"MLG ACTUATOR ATTACH BOLT GEAR END",comp,,,7100,,NAS6206-18D,,1984-05-19,0,0,,,0,7100,,,"969 ldgs",Projected,
"321066	",L,"MLG ACTUATOR ATTACH BOLT STRUCTURE END",comp,,,7100,,NAS6206-24D,,1984-05-19,0,0,,,0,7100,,,"969 ldgs",Projected,
"321066	",R,"MLG ACTUATOR ATTACH BOLT STRUCTURE END",comp,,,7100,,NAS6206-24D,,1984-05-19,0,0,,,0,7100,,,"969 ldgs",Projected,
"057150	",E1**L,"MAJOR PERIODIC INSPECTION",insp,,2100,,"2,094 hrs (-6)",,,2018-03-22,7909,5931,,,10003,0,,"1,817 hrs",,Projected,
"057210	",E1**L,"COMBUSTION PLENUM CASE INSPECT",insp,,2100,,"2,094 hrs (-6)",3072443-5,,2018-03-22,7909,5931,,,10003,0,,"1,817 hrs",,Projected,
"057205	",E1**L,"COMPRESSOR ZONE INSPECTION",insp,,4200,,,,,2012-02-28,5804,4650,,,10004,0,,"1,818 hrs",,Projected,
"057215	",E1**L,"ACCESSORY GEARBOX INSPECT",insp,,4200,,,,,2012-02-28,5804,4650,,,10004,0,,"1,818 hrs",,Projected,
"057220	",E1**L,"FAN SUPPORT PERIODIC INSPECT",insp,,4200,,,,,2012-02-28,5804,4650,,,10004,0,,"1,818 hrs",,Projected,
"FAA 2000-15-09	",E1**L,"HP COMPRESSOR IMPELLER INSPECT",ad,,4200,,,,,2012-02-28,5804,4650,,,10004,0,,"1,818 hrs",,Projected,
"057234	",E1**L,"FAN ROTOR DISK EDDY CURRENT",insp,,2100,,,,,2018-05-05,7909,0,,,10009,0,,"1,823 hrs",,Projected,
"051226	",,"INSPECTION DOCUMENT 26",insp,,4800,,,,,2010-03-26,5290,0,,,10090,0,,"1,904 hrs",,Projected,
"72-A3641 R7	",E2**R,"HP COMPRESSOR IMPELLER EDDY CURRENT",sbsl,,,,,,"CAT 1",2011-12-29,5900,0,,,10100,0,,"1,914 hrs",,Projected,
"73-3157	",E2**R,"FUEL CONTROL IMPROVE",sbsl,,,,,,"CAT 2",,0,0,,,10100,0,,"1,914 hrs",,Projected,
"73-3157 R1	",E1**L,"FUEL CONTROL IMPROVE",sbsl,,,,,,"CAT 2",,0,0,,,10100,0,,"1,914 hrs",,Projected,
"051241	",E1**L,"INSPECTION DOCUMENT 41",insp,,2100,,,,,2018-03-22,8024,6057,,,10124,0,,"1,938 hrs",,Projected,
"051241	",E2**R,"INSPECTION DOCUMENT 41",insp,,2100,,,,,2018-03-22,8024,6057,,,10124,0,,"1,938 hrs",,Projected,
"72-A3641 R7	",E1**L,"HP COMPRESSOR IMPELLER EDDY CURRENT",sbsl,,,,,,"CAT 1",2012-02-28,5930,0,,,10130,0,,"1,944 hrs",,Projected,
"73-3157	",E1**L,"FUEL CONTROL IMPROVE",sbsl,,,,,,"CAT 2",,0,0,,,10130,0,,"1,944 hrs",,Projected,
"73-3157 R1	",E2**R,"FUEL CONTROL IMPROVE",sbsl,,,,,,"CAT 2",,0,0,,,10130,0,,"1,944 hrs",,Projected,
"72-3494 R13	",E1**L,"LPT & HPT BLADE HOUR TRACKING",sbsl,,,,,,"CAT 2",2018-03-05,8035,0,,,10135,0,,"1,949 hrs",,Projected,
"72-3662	",E1**L,"#4 & #5 CARBON RING SEAL REPLACE",sbsl,,,,,,"CAT 2",,0,0,,,10245,0,,"2,059 hrs",,Projected,
"72-3777 R2	",E1**L,"2ND STAGE LP COMPRESSOR SHROUD",sbsl,,,,,,"CAT 2",,0,0,,,10245,0,,"2,059 hrs",,Projected,
"72-3662	",E2**R,"#4 & #5 CARBON RING SEAL REPLACE",sbsl,,,,,,"CAT 2",,0,0,,,10423,0,,"2,237 hrs",,Projected,
"72-3777 R2	",E2**R,"2ND STAGE LP COMPRESSOR SHROUD",sbsl,,,,,,"CAT 2",,0,0,,,10423,0,,"2,237 hrs",,Projected,
"272700	",LCI,"ROLL SPOILER SHUTTLE VALVE FILTER",comp,,3600,,,,,,7191,0,,,10791,0,,"2,605 hrs",,Projected,
"272800	",RCI,"ROLL SPOILER SHUTTLE VALVE FILTER",comp,,3600,,,,,,7191,0,,,10791,0,,"2,605 hrs",,Projected,
"052102	",,"AIR CONDITIONER POWER CONTACTOR INSPECT",insp,,1000,,,,,2005-10-03,1670,0,,,2670,0,,"2,670 hrs",,Projected,
"711030	",R,"FORWARD UPPER ENGINE ISOLATOR",comp,,5950,,,LM-846-SA13,LK0253,2011-12-29,5881,4749,,,11381,0,,"3,195 hrs",,Projected,
"711035	",R,"FORWARD LOWER ENGINE ISOLATOR",comp,,5950,,,LM-846-SA14,LK0251,2011-12-29,5881,4749,,,11381,0,,"3,195 hrs",,Projected,
"711040	",R,"UPPER ISOLATOR TENSION BOLTS",comp,,5950,,,S3468-9,,2011-12-29,5881,4749,,,11381,0,,"3,195 hrs",,Projected,
"711030	",L,"FORWARD UPPER ENGINE ISOLATOR",comp,,5950,,,9914412-11,LK0236,2012-03-08,5919,4776,,,11419,0,,"3,233 hrs",,Projected,
"711035	",L,"FORWARD LOWER ENGINE ISOLATOR",comp,,5950,,,9914412-12,LK0244,2012-03-08,5919,4776,,,11419,0,,"3,233 hrs",,Projected,
"711040	",L,"UPPER ISOLATOR TENSION BOLTS",comp,,5950,,,S3468-9,,2012-03-08,5919,4776,,,11419,0,,"3,233 hrs",,Projected,
"711041	",R,"LOWER ISOLATOR TENSION BOLTS",comp,,5950,,,S3468-9,,2011-12-29,5881,4749,,,11831,0,,"3,645 hrs",,Projected,
"711041	",L,"LOWER ISOLATOR TENSION BOLTS",comp,,5950,,,S3468-9,,2012-03-08,5919,4776,,,11869,0,,"3,683 hrs",,Projected,
"052101	",,"2500 HOUR FREON AIR CONDITIONER INSPECT",insp,,2500,,,,,2005-10-03,1670,0,,,4170,0,,"4,170 hrs",,Projected,
"324120	",,"ANTISKID CONTROL VALVE FILTER",comp,,4800,,,21243-4-10,,2017-05-30,7839,0,,,12639,0,,"4,453 hrs",,Projected,
"324122	",,"POWER STEERING UNIT FILTER",comp,,4800,,,39871,,2017-05-31,7839,0,,,12639,0,,"4,453 hrs",,Projected,
"324121	",,"BRAKE METERING VALVE FILTER",comp,,4800,,,20549-4-10,,2017-06-06,7848,5926,,,12648,0,,"4,462 hrs",,Projected,
"0512ML	",,"INSPECTION DOCUMENT ML",insp,,3000,,,,,1991-10-04,1230,0,,,13230,0,,"5,044 hrs",,Projected,
"323025	",L,"NLG SPADE DOOR BELLCRANK BUSHING",comp,,,4000,,6213056-16,,2013-10-24,6453,5099,,,0,9099,,,"2,968 ldgs",Projected,
"323026	",R,"NLG SPADE DOOR BELLCRANK BUSHING",comp,,,4000,,S1003-11A,,2013-10-24,6453,5099,,,0,9099,,,"2,968 ldgs",Projected,
"725030	",E2**R,"3RD STAGE LP TURBINE DISK",comp,,,7000,"5,151 ldgs (-1849)",3074096-2,31217200011,2011-12-06,0,4515,,,0,9666,,,"3,535 ldgs",Projected,
"723020	",E1**L,"1ST STAGE LP COMPRESSOR DISK",comp,,,10000,"5,350 ldgs (-4650)",3072395-1,2035015723,2012-02-19,0,4650,,,0,10000,,,"3,869 ldgs",Projected,
"723020	",E2**R,"1ST STAGE LP COMPRESSOR DISK",comp,,,10000,"5,485 ldgs (-4515)",3072395-1,83PX116,2011-12-02,0,4515,,,0,10000,,,"3,869 ldgs",Projected,
